what,kind,bundleId,bundleVersion,description,time
processors,sysinfo,,,"2",1313414420240
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1313414420240
java.runtime.version,sysinfo,,,"1.6.0_19-b04",1313414420240
java.specification.name,sysinfo,,,"Java Platform API Specification",1313414420240
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1313414420240
java.specification.version,sysinfo,,,"1.6",1313414420240
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1313414420240
java.version,sysinfo,,,"1.6.0_19",1313414420240
java.vm.info,sysinfo,,,"mixed mode, sharing",1313414420240
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1313414420240
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1313414420240
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1313414420240
java.vm.specification.version,sysinfo,,,"1.0",1313414420240
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1313414420240
java.vm.version,sysinfo,,,"16.2-b04",1313414420240
started,bundle,CE,1.0.0.qualifier,"CE",1313414420770
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1313414421547
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1313414639810
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1313414641464
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1313414867478
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1313414868555
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1313414869413
closed,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1313414869600
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.102.v200805140135,"org.eclipse.jst.j2ee.xdoclet.runtime",1313414870177
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.0.v200805140020,"org.eclipse.jst.j2ee.ejb.annotations.xdoclet",1313414870193
